Date,active_kcal,total_steps,total_distance,highly_active_seconds,active_seconds,floorAscended,floorDescended,min_heart_rate,max_heart_rate,resting_heart_rate,AverageStressLevel_TOTAL,MaxStressLevel_TOTAL,activityDuration,bodybattery_highest,bodybattery_lowest,averageMonitoringEnvironmentAltitude,sweat_loss,respiration_value
2023-10-21,472.0,6801.0,5579.0,994.0,4116.0,71.991,56.03,42.0,155.0,54.0,30.0,98.0,8160.0,100.0,16.0,407.0,,13.0
2023-10-22,1496.0,4316.0,40353.0,323.0,4383.0,6.158,4.783,58.0,177.0,54.0,50.0,99.0,9180.0,22.0,5.0,546.0,862.0,13.0
2023-10-23,390.0,6466.0,5157.0,627.0,3048.0,32.469,26.874,48.0,151.0,55.0,33.0,99.0,10140.0,65.0,5.0,501.0,,12.0
2023-10-24,701.0,12697.0,11943.0,2719.0,3361.0,67.056,50.516,51.0,194.0,54.0,35.0,93.0,9840.0,78.0,8.0,475.0,625.0,13.0
2023-10-25,390.0,11753.0,9473.0,890.0,5766.0,40.57,41.801,47.0,135.0,54.0,32.0,93.0,10500.0,63.0,8.0,409.0,,12.0
2023-10-26,120.0,4665.0,3714.0,509.0,1786.0,6.656000000000001,8.066,52.0,136.0,55.0,30.0,90.0,7140.0,61.0,15.0,575.0,,13.0
2023-10-27,13.0,1229.0,985.0,189.0,278.0,0.0,0.0,50.0,107.0,55.0,24.0,90.0,2880.0,94.0,24.0,566.0,,13.0
2023-10-28,167.0,6262.0,5033.0,761.0,2501.0,28.006,17.725,49.0,133.0,56.0,33.0,88.0,6420.0,87.0,17.0,584.0,,12.0
2023-10-29,1384.0,11976.0,11450.0,2922.0,5161.0,156.227,138.17,48.0,187.0,56.0,39.0,100.0,10800.0,91.0,9.0,598.0,611.0,13.0
2023-10-30,556.0,7357.0,7293.0,521.0,3933.0,38.325,22.886,51.0,163.0,56.0,32.0,88.0,9840.0,61.0,11.0,766.0,,12.0
2023-10-31,83.0,4704.0,3798.0,468.0,1726.0,12.192,12.529,50.0,108.0,56.0,30.0,90.0,7020.0,61.0,14.0,496.0,,12.0
2023-11-01,103.0,4011.0,3194.0,946.0,1050.0,21.804,19.052,45.0,130.0,55.0,12.0,64.0,1080.0,88.0,35.0,602.0,,13.0
2023-11-02,162.0,6368.0,5070.0,1466.0,1972.0,38.964,24.513,43.0,124.0,54.0,25.0,92.0,2280.0,53.0,32.0,740.0,,17.0
2023-11-03,0.0,,,0.0,0.0,0.0,0.0,68.0,71.0,,36.0,48.0,,89.0,86.0,689.0,,20.0
2023-11-04,8.0,630.0,502.0,99.0,154.0,4.377,0.0,58.0,93.0,55.0,36.0,87.0,840.0,50.0,19.0,711.0,,14.0
2023-11-05,144.0,5144.0,4121.0,525.0,2152.0,7.227,57.412,53.0,117.0,56.0,38.0,93.0,8580.0,51.0,15.0,548.0,,13.0
2023-11-06,271.0,6350.0,5094.0,290.0,3385.0,56.626,23.096,46.0,137.0,56.0,36.0,97.0,6900.0,76.0,14.0,458.0,,13.0
2023-11-07,660.0,8039.0,6401.0,55.0,6756.0,29.474,22.808,58.0,142.0,57.0,60.0,97.0,8580.0,14.0,5.0,471.0,,13.0
2023-11-08,313.0,7191.0,5731.0,312.0,4830.0,33.528,55.194,43.0,128.0,58.0,35.0,93.0,7800.0,49.0,5.0,482.0,,13.0
2023-11-09,845.0,12935.0,10299.0,257.0,10418.0,56.571,81.723,49.0,147.0,59.0,45.0,99.0,13440.0,70.0,5.0,514.0,266.0,12.0
2023-11-10,459.0,9442.0,7527.0,617.0,5667.0,39.624,0.0,64.0,160.0,60.0,51.0,96.0,9780.0,10.0,5.0,571.0,,11.0
2023-11-11,52.0,971.0,781.0,65.0,631.0,0.0,0.0,46.0,110.0,60.0,41.0,93.0,1740.0,67.0,5.0,486.0,,11.0
2023-11-12,326.0,5454.0,4396.0,267.0,3562.0,12.605,19.241,55.0,162.0,60.0,45.0,99.0,6240.0,31.0,5.0,553.0,,12.0
2023-11-13,546.0,5436.0,4345.0,238.0,4199.0,34.771,20.039,54.0,137.0,61.0,49.0,98.0,5700.0,36.0,5.0,500.0,,12.0
2023-11-14,342.0,4535.0,3677.0,214.0,3821.0,33.834,6.554,63.0,134.0,61.0,58.0,99.0,4620.0,56.0,5.0,521.0,,12.0
2023-11-15,1863.0,18070.0,14379.0,907.0,16812.0,75.442,76.322,53.0,176.0,62.0,43.0,98.0,19140.0,25.0,5.0,493.0,2583.0,12.0
2023-11-16,220.0,4776.0,3803.0,361.0,2661.0,20.496,17.338,59.0,127.0,64.0,47.0,97.0,5700.0,28.0,5.0,612.0,,12.0
2023-11-17,129.0,4701.0,4340.0,92.0,2849.0,28.794,2.762,48.0,124.0,63.0,24.0,92.0,4020.0,67.0,5.0,,2424.0,12.0
2023-11-18,663.0,,7118.0,,,,,,,,,,,,,,1299.0,
2023-11-20,22.0,,402.0,,,,,,,,,,,,,,42.0,
2023-12-06,624.0,,,,,,,,,,,,,,,,1540.0,
2023-12-07,435.0,,5017.0,,,,,,,,,,,,,,404.0,
